date,energy,t_max,t_min,precip,snow,snow_depth
2023-02-06,1244.011,49,19,0.0,0.0,2
2023-02-07,1422.486,61,24,0.0,0.0,2
2023-02-08,1547.561,54,32,0.0,0.0,1
2023-02-09,1636.307,49,27,0.0,0.0,0
2023-02-10,1072.456,48,28,0.0,0.0,0
2023-02-11,1447.998,48,23,0.0,0.0,0
2023-02-12,397.242,52,20,0.0,0.0,0
2023-02-13,559.736,38,19,0.0,0.0,0
2023-02-14,429.178,50,10,0.0,0.0,0
2023-02-15,516.11,57,24,0.0,0.0,0
2023-02-16,661.0840000000001,49,30,0.0,0.0,0
2023-02-17,866.39,58,24,0.0,0.0,0
2023-02-18,483.069,50,33,0.0,0.0,0
2023-02-19,450.736,33,13,0.28,9.1,7
2023-02-20,482.773,31,2,0.07,1.5,5
2023-02-21,623.349,55,11,0.0,0.0,2
2023-02-22,374.406,54,32,0.0,0.0,1
2023-02-23,722.1659999999999,48,32,0.0,0.0,0
2023-02-24,766.223,53,31,0.0,0.0,0
2023-02-25,602.323,62,32,0.0,0.0,0
2023-02-26,469.329,48,2,0.51,6.1,5
2023-02-27,594.015,9,-13,0.05,0.6,4
2023-02-28,686.596,41,-5,0.0,0.0,3
2023-03-01,657.587,59,19,0.0,0.0,0
2023-03-02,578.185,62,27,0.0,0.0,0
2023-03-03,599.134,49,25,0.0,0.0,0
2023-03-04,819.658,49,30,0.0,0.0,0
2023-03-05,408.376,0,0,0.0,0.0,0
2023-03-06,1101.071,36,20,0.0,0.0,0
2023-03-07,1186.865,49,15,0.03,0.5,0
2023-03-08,1875.18,46,25,0.0,0.0,0
2023-03-09,1421.23,39,21,0.0,0.0,0
2023-03-10,1299.52,54,20,0.0,0.0,0
2023-03-11,1274.528,45,20,0.0,0.0,0
2023-03-12,568.24,38,26,0.01,0.0,0
2023-03-13,601.608,36,24,0.0,0.0,0
2023-03-14,562.563,54,26,0.01,0.2,0
2023-03-15,787.46,61,24,0.0,0.0,0
2023-03-16,595.05,58,36,0.0,0.0,0
2023-03-17,694.533,50,23,0.0,0.0,0
2023-03-18,628.888,52,19,0.0,0.0,0
2023-03-19,471.172,66,30,0.0,0.0,0
2023-03-20,708.884,69,38,0.0,0.0,0
2023-03-21,544.8820000000001,54,25,0.05,0.5,0
2023-03-22,618.128,42,19,0.0,0.0,0
2023-03-23,681.578,46,13,0.0,0.0,0
2023-03-24,558.021,55,16,0.0,0.0,0
2023-03-25,390.269,53,32,0.0,0.0,0
2023-03-26,425.884,57,27,0.0,0.0,0
2023-03-27,241.572,49,30,0.04,0.2,0
2023-03-28,467.394,50,26,0.0,0.0,0
2023-03-29,581.186,55,23,0.0,0.0,0
2023-03-30,348.621,46,23,0.03,0.3,0
2023-03-31,464.25,40,19,0.0,0.0,0
2023-04-01,582.655,35,23,0.18,2.6,1
2023-04-02,445.594,48,14,0.0,0.0,0
2023-04-03,538.244,49,26,0.0,0.0,0
2023-04-04,695.619,65,25,0.0,0.0,0
2023-04-05,899.835,51,33,0.0,0.0,0
2023-04-06,953.168,65,32,0.0,0.0,0
2023-04-07,1150.436,67,44,0.0,0.0,0
2023-04-08,1401.795,57,32,0.0,0.0,0
2023-04-09,1099.062,51,22,0.33,4.6,4
2023-04-10,1449.734,42,8,0.08,1.4,1
2023-04-11,1478.765,52,21,0.0,0.0,0
2023-04-12,708.293,65,25,0.0,0.0,0
2023-04-13,714.113,67,35,0.0,0.0,0
2023-04-14,555.523,69,35,0.0,0.0,0
2023-04-15,699.362,75,34,0.0,0.0,0
2023-04-16,645.995,84,39,0.0,0.0,0
2023-04-17,664.283,82,50,0.0,0.0,0
2023-04-18,664.581,76,54,0.0,0.0,0
2023-04-19,552.06,64,33,0.26,0.2,0
2023-04-20,568.131,51,28,0.08,0.3,0
2023-04-21,626.851,62,26,0.0,0.0,0
2023-04-22,463.022,72,35,0.0,0.0,0
2023-04-23,751.114,76,41,0.0,0.0,0
2023-04-24,779.172,69,39,0.0,0.0,0
2023-04-25,540.779,50,26,0.0,0.0,0
2023-04-26,733.025,52,30,0.0,0.0,0
2023-04-27,597.351,45,24,0.38,3.4,3
2023-04-28,909.993,56,19,0.0,0.0,0
2023-04-29,635.22,65,32,0.0,0.0,0
2023-04-30,498.307,60,36,0.05,0.0,0
2023-05-01,593.804,57,38,0.9,0.0,0
2023-05-02,758.193,67,40,0.0,0.0,0
2023-05-03,795.5070000000001,59,32,0.19,0.0,0
2023-05-04,623.05,71,39,0.0,0.0,0
2023-05-05,718.467,69,39,0.0,0.0,0
2023-05-06,720.149,70,36,0.0,0.0,0
2023-05-07,648.717,69,39,0.0,0.0,0
2023-05-08,752.877,79,43,0.0,0.0,0
2023-05-09,742.923,73,46,0.0,0.0,0
2023-05-10,1370.174,74,43,0.08,0.0,0
2023-05-11,1339.601,69,38,0.0,0.0,0
2023-05-12,600.713,67,42,0.0,0.0,0
2023-05-13,537.595,73,39,0.0,0.0,0
2023-05-14,593.354,76,42,0.0,0.0,0
2023-05-15,642.394,75,45,0.13,0.0,0
2023-05-16,742.835,54,43,1.27,0.0,0
2023-05-17,688.224,63,46,0.93,0.0,0
2023-05-18,876.668,61,42,0.0,0.0,0
2023-05-19,616.7429999999999,61,47,0.93,0.0,0
2023-05-20,466.266,57,46,1.17,0.0,0
2023-05-21,645.265,78,43,0.0,0.0,0
2023-05-22,532.3,78,45,0.01,0.0,0
2023-05-23,672.098,68,46,0.15,0.0,0
2023-05-24,553.251,56,48,0.34,0.0,0
2023-05-25,608.449,66,45,0.0,0.0,0
2023-05-26,784.271,75,46,0.0,0.0,0
2023-05-27,580.921,75,46,0.0,0.0,0
2023-05-28,694.652,78,46,0.0,0.0,0
2023-05-29,461.497,73,47,0.23,0.0,0
2023-05-30,643.318,73,46,0.02,0.0,0
2023-05-31,736.693,69,48,0.09,0.0,0
2023-06-01,667.9145,78,46,0.13,0.0,0
2023-06-02,599.136,78,45,0.01,0.0,0
2023-06-03,563.61,81,46,0.0,0.0,0
2023-06-04,337.451,79,47,0.0,0.0,0
2023-06-05,1355.012,75,47,0.03,0.0,0
2023-06-06,668.136,71,50,0.13,0.0,0
2023-06-07,1345.364,71,50,0.5,0.0,0
2023-06-08,1378.046,69,50,0.16,0.0,0
2023-06-09,1620.612,61,52,0.79,0.0,0
2023-06-10,1511.644,69,50,0.04,0.0,0
2023-06-11,1199.516,75,45,0.0,0.0,0
2023-06-12,417.231,76,48,0.08,0.0,0
2023-06-13,682.124,77,51,0.0,0.0,0
2023-06-14,787.966,79,52,0.0,0.0,0
2023-06-15,749.367,73,46,0.0,0.0,0
2023-06-16,558.392,70,50,0.0,0.0,0
2023-06-17,797.829,66,42,1.24,0.0,0
2023-06-18,575.537,65,46,0.11,0.0,0
2023-06-19,550.455,77,44,0.07,0.0,0
2023-06-20,706.904,75,53,0.13,0.0,0
2023-06-21,906.971,71,44,0.89,0.0,0
2023-06-22,742.873,72,46,0.01,0.0,0
2023-06-23,642.552,82,47,0.0,0.0,0
2023-06-24,622.981,89,55,0.0,0.0,0
2023-06-25,626.836,86,54,0.0,0.0,0
2023-06-26,681.356,82,51,0.14,0.0,0
2023-06-27,895.032,79,53,0.53,0.0,0
2023-06-28,730.864,77,55,0.03,0.0,0
2023-06-29,729.454,84,55,0.0,0.0,0
2023-06-30,603.642,81,48,0.0,0.0,0
2023-07-01,794.975,84,50,0.0,0.0,0
2023-07-02,705.966,90,55,0.0,0.0,0
2023-07-03,529.54,86,62,0.0,0.0,0
2023-07-04,354.511,78,59,0.13,0.0,0
2023-07-05,1147.644,69,49,0.06,0.0,0
2023-07-06,1345.364,82,48,0.0,0.0,0
2023-07-07,749.416,86,52,0.0,0.0,0
2023-07-08,1199.592,91,53,0.0,0.0,0
2023-07-09,1441.532,87,60,0.02,0.0,0
2023-07-10,1492.659,71,54,0.61,0.0,0
2023-07-11,1549.43,73,56,0.08,0.0,0
2023-07-12,855.394,76,53,0.0,0.0,0
2023-07-13,983.735,78,58,0.03,0.0,0
2023-07-14,816.606,80,53,0.0,0.0,0
2023-07-15,604.562,93,54,0.0,0.0,0
2023-07-16,907.433,95,58,0.0,0.0,0
2023-07-17,672.791,91,59,0.0,0.0,0
2023-07-18,852.506,92,58,0.0,0.0,0
2023-07-19,765.246,86,61,0.0,0.0,0
2023-07-20,700.444,84,53,0.0,0.0,0
2023-07-21,588.153,88,54,0.0,0.0,0
2023-07-22,646.679,97,58,0.0,0.0,0
2023-07-23,750.922,94,62,0.0,0.0,0
2023-07-24,891.1560000000001,86,68,0.0,0.0,0
2023-07-25,789.215,78,59,0.4,0.0,0
2023-07-26,959.003,82,53,0.04,0.0,0
2023-07-27,654.681,89,52,0.1,0.0,0
2023-07-28,763.1850000000001,96,56,0.0,0.0,0
2023-07-29,808.881,97,58,0.0,0.0,0
2023-07-30,754.65,98,60,0.0,0.0,0
2023-07-31,646.197,95,67,0.08,0.0,0
